"","design.factor","APP-2","GJA1","FAM127A","SERPINF1","DHRS3","LTBP1","ITM2A","ITM2A-2","AKAP2 /// PALM2-AKAP2","GYPC","FBLN5","FECH","F13A1","SORL1","DPP4","LAMA3","PPP1R26","FZD6","MEIS1","PBX3","CDKN2C-2","FAAH","PROM1","RAMP1","ASB9","CD38","ADAM17","RASGRP3","SPIB","CTSE","GPA33","CETP","HOXA4","ARHGAP22","TRH","EPB41L3","HPGDS","KCNA5","HOXA7","GNG7","POU4F1","CSRP2-2","NR2E1","BLNK","PKLR","MAN1A1","HOXA6","ADCY3","ADCY3-2","SPON1","CD34","LDLRAD4","CD200","SMAGP","S100B","DEFB1","PKLR-2","DNTT","CTAG1A /// CTAG1B-2","HGF","HGF-2","CSRP2","POU4F1-2","CTAG1A /// CTAG1B-3","CDKN2C","GALC","SPRY1","RPS6KA2","MCF2L","ROBO1","HOXA5","SPON1-2","ATP10A","HOXA2","HOXA1","HOXA10-HOXA9 /// HOXA9 /// MIR196B","APP","LOC81691","CTAG2","POLE","HOMER2","CTAG1A /// CTAG1B","gene83","ARHGEF3","FAM134B","ECHDC2","LEPREL1","CHD7","TESC","BAALC","SLC24A3","LAMP5","MREG","SIDT1","NPR3","NPR3-2","ITM2C","MAN1A1-2","KIF17","V100"
"GSM856218","mutated",630.931073999202,751.067924705441,14251.339733603,11391.9299915785,8019.53060437442,2806.08563444503,7851.07214290176,6803.00725488254,3625.85748394748,6541.74492701866,10439.4403148229,11768.1517202423,2203.89462553,8599.56761950516,6390.18467633714,10206.6692024851,8396.71091404036,13393.9982618476,35231.0780365922,19157.4710539088,16906.2166526588,14499.9826000209,13623.7547135289,13338.3035360125,5079.74773456166,11130.5840517856,18587.2537978902,14225.8305028581,4749.01789611523,11515.4331091141,5261.04316817759,3191.90029885945,24843.7676914143,34761.2620286285,1842.36776976074,2071.82320441989,3341.6417153935,5843.82224505523,16308.2337527776,12155.2081555008,4618.61132575339,12289.2705215062,13989.5078690982,22019.8604170257,9437.08001321926,18050.3323536538,19979.0628767981,9234.53895369673,13467.2637752152,8252.72424111429,1786.00212772817,10496.860884634,20881.2549492816,6177.37157902732,34626.8656716418,905.03747913292,10434.3881138709,514.281516069257,6415.29738007533,4954.99215459576,753.246327924151,5836.88614350872,545.119640572727,4762.53913275162,11045.1800459977,10796.5260442147,12422.1098159959,4313.50685172687,9554.55132343447,5936.75417661098,29902.1456031778,3820.77110107676,13694.8936798918,21468.1906986144,17429.7642503824,21490.310824115,8904.75311645387,21313.954490221,2664.42630820931,22944.0628717021,14103.7058577634,7061.32200690204,21365.3474412453,10546.9050912513,4747.18669421629,32121.2517770785,12256.9978906562,18515.0257764366,16920.1471988471,17445.5185036893,3255.72217837411,2495.6015023521,923.812052030794,5152.52033763825,12931.4430094154,7795.96088578245,12554.4596724757,11956.0597832503,5166.02471659882,11646.1040142665
"GSM856219","mutated",3592.44427848525,6172.83950617284,18890.8555534711,2636.30039178353,22261.170183461,6794.37150241469,12719.7167244984,10086.9057037155,4143.09075615325,17718.6165210767,13144.9497157849,13389.541512809,11518.2138074335,19379.5155121122,5751.16620870343,5198.42779257005,15979.5695001824,6275.24155206789,17148.7395185086,24794.3730125923,16009.0846420443,9424.98869001357,10685.751420105,10819.7489091839,5434.89958888482,9417.70946124451,11123.6239111949,44337.6687929749,8686.16324749018,3954.63521262104,5518.44504156099,7705.28798259703,15939.165275703,48180.0352068072,200.668312728478,1252.45809532728,10905.4046286571,5201.64397636784,24935.4563864996,25154.257005585,4075.50502262943,6470.99867203853,8680.98925805646,3521.88523177667,15569.3460140271,6599.66922647452,16417.8825464776,23483.6214728034,13765.33921344,8814.13405343499,6724.91053870209,4914.633107014,1583.7701270787,3253.24691764348,8982.36092265943,745.19255122636,1224.90643075876,1114.27661815006,12002.8144530442,5216.50562942164,1228.11901291981,9387.924343749,272.559820286364,5861.58662492506,16601.2403115601,7300.82667436055,7539.76981159739,12764.4590510285,14848.2892188509,1044.15274463007,23840.4735124254,7085.79367836054,5693.89355487618,11946.733736049,17457.3211899086,17362.7035521882,8430.78368538496,26299.2926048837,4008.64138262122,7782.75865496437,13131.3498482398,8096.62861693655,8444.3992267779,16676.1004920103,5310.70166151534,18710.6291601482,4788.78057123311,7051.84626346452,6950.34183415253,1801.7502716925,33810.181531176,2246.04135211689,4629.67878948766,17006.1849362866,1599.67081918403,3595.55092577036,19211.4020492162,2195.83028356905,12668.6259834614,1055.4281762929
"GSM856220","mutated",7841.57191970436,2065.43679293996,5921.74487556995,805.536230822745,10223.2659357611,10357.0069780426,6007.11128312975,4573.03213742436,8628.39140452344,3339.293775246,4044.59991254919,3648.1270332751,20414.6691765454,3409.15390158724,7284.81053102435,3486.75034867503,15659.6413436983,13240.6318695363,64025.2366550622,20076.9656996515,3940.29822556732,13450.1838597794,477.399246676607,9419.48988515964,7738.00555328354,4167.45736728323,17101.9971961113,41057.0789495485,7490.17896115233,7407.68117931552,4827.85464955677,1321.48738487812,29595.5674218656,8806.06989817982,882.649752363669,7702.03202547055,376.228621592388,6036.47572566144,20272.90281423,3238.78740579958,3850.31460426096,5007.99027662113,5433.42493130152,3554.19610546269,5911.94506664708,5035.34220312023,32789.030442951,7339.84714671082,6712.08426556726,13580.5033600377,1388.82620329475,5312.34908099202,763.603454127229,7645.76318387807,1207.59837177748,3382.63386168461,1247.58988318022,604.076701414682,4801.12578121766,12793.5144658243,11265.9450785177,1243.92655517399,3450.95901491606,3530.27376273896,1922.148215797,3876.21210030483,12700.6817681988,6793.03970186919,10781.14912847,1372.31503579952,21872.5005955189,6391.10802361931,11080.9305708668,30383.3284678089,24691.0178155614,24658.6315911773,8766.33726490277,1842.02004236646,2880.4608737398,8206.85108060738,13940.1319496192,3079.37350676931,9868.75572286092,31650.7631350667,12653.4724475333,13592.0482056712,4902.79915626247,25090.1127457144,3490.18245451504,2001.944746325,40420.2841357537,3818.27029859872,4969.47172816565,3881.11921536388,1983.40688274552,1058.50330992305,19396.1270689202,5828.98495974311,3048.50221792227,4403.68308039451
"GSM856221","mutated",26898.2655833537,60484.438811435,8223.55810406284,5895.06059829373,10130.2958514682,9733.10845776076,23865.5445716756,24158.8176518136,6747.54314195702,46413.8471384455,4536.51071272409,35644.4239882005,5184.88114807409,6637.22537371348,3898.01265256566,3486.75034867503,5461.22975893133,9342.56939829252,34322.0474317429,16199.0969763018,8782.45020917341,5770.99307480831,88.3293760370815,8941.58578139711,9427.66740566952,6937.08007595687,18478.0860012411,9785.43616933146,2042.77608031427,4355.9066093623,4118.42997413425,44300.3232561449,18455.6833497084,6600.18433340759,1705.68065819207,2926.30396104504,2205.11775433316,3082.45568969946,10207.09615821,7175.08474989635,2640.46804283033,11253.9107339801,4434.17436922308,3344.17542650353,4516.5791502956,16549.2104625562,20656.7153018591,16121.549202257,8486.17181355561,6119.36695429563,5416.03533318289,8330.72924064657,4298.80463064218,1974.73353755791,1166.89280868385,25057.3809521129,11296.3593058864,538.771112072554,5090.84888870494,24479.0376304126,22990.3879218589,10855.1197678004,2044.19865214773,2730.96649570372,13388.0970254517,18436.0508632621,47870.3907338172,8641.68549546642,7553.26016785023,11187.3508353222,14915.5783000816,3681.83397012852,7182.71602132085,7455.48045182008,7743.50000688924,15272.146906129,15439.6590775632,16489.0503792482,2640.42246759481,7100.23490744514,11504.6982061395,5043.80143350146,9563.53647370028,12851.2146189684,18049.5551647001,8446.6995413799,11287.8399179066,11395.0710423739,7622.64426087479,3624.94995138134,8247.82951854775,1821.78909671704,15046.4560658349,17493.7146899406,397.606041762504,1797.77546288518,5455.54558192486,14073.6783698912,11354.301673938,1965.28005240747
"GSM856222","mutated",502.169630325895,3438.48284279209,24176.3799052195,8220.13108271392,3195.41623051072,2396.47001715721,2288.56915741216,2633.90367321682,3892.31098781106,2174.46266324115,30580.4547442064,6693.02732652001,13364.9022704158,6289.84275393115,4345.32557990926,6212.75516673006,10624.9824600791,13291.7540003067,6298.10798792218,11761.5358598914,9025.62020152418,12023.3855719373,7703.58343866261,2289.16065702256,9696.72184076282,10404.999956589,15208.7977752752,3459.53110761329,12195.5477957224,6573.45906503765,12110.4442379649,2155.04096610893,4543.61173303724,11221.6237938611,338.809542505329,48324.9836126978,1382.11764459981,6807.08964808631,9415.01864593279,4346.02346169792,3545.64521470361,1643.07096716109,7431.92605545841,16246.984318456,3525.13494657217,13478.4944537496,8374.84928075374,6948.12933910816,6956.29064869116,9689.93336065528,1550.01773106806,11988.2957870515,11076.9636864135,7607.78753892504,2537.31343283582,2274.97605140253,1723.94238403085,273.46715537016,1696.94962956831,3537.31384369753,6942.96615304,4858.75586080781,364.878469093035,4862.45254113102,11049.9615092211,15003.0733720536,6304.52312880287,4416.20939581561,8198.83795997418,5877.08830548926,5292.62455809346,4029.17679749913,1659.29832138108,4648.44714917698,3968.19929178665,8209.35224083213,9366.13928829086,4043.53109300122,2544.40710513682,7239.39023460926,23527.3804547355,4194.31908680648,7528.74147929596,27380.4220771609,10143.269411383,12235.8175750834,14252.32312867,10708.74722327,11022.7574907572,7485.84339072242,3660.22099447514,1434.97086385246,5659.67613485532,5898.15407852097,4343.61483995201,1612.95742464465,3142.37783518697,8523.59927277879,7484.34676256366,7133.23870873822
"GSM856223","mutated",4274.87992995377,1607.75477632258,14208.9250320149,10266.0100325876,4187.09712963473,2511.62885618119,4409.95089711666,6888.94950078863,6324.35228287958,5698.99462392059,3853.30126803673,5331.40858674087,21129.0815016408,11393.4108169035,5751.16620870343,8051.22353239508,10030.0283445121,11016.8191810235,7793.09480697841,12752.9909561705,5005.05226974399,7615.39086153097,2572.06730698454,7445.74593662036,12215.0713532362,9874.14526813743,10089.4026797821,7515.53309584956,4792.66695766041,6071.86981911108,6755.22965269581,1402.809685486,8495.53126289761,13126.1111329516,194.851839895769,35226.8470830602,1256.70810406902,24274.3385563832,16017.0917482649,10491.9152257152,3011.36990837841,1249.18409147179,8056.45765675743,18287.9545062899,3304.81401241141,3887.11563378946,10178.8067709161,10909.757662806,10102.2434665814,5164.97027335044,1614.49434217738,13614.670037783,7786.86979147027,14278.8425023418,18873.8127544098,20217.0063746608,1224.90643075876,477.54712206431,4718.34775050702,4493.90260687643,5027.1004928851,1849.9420564126,984.73225393783,2930.79331246253,6517.13437346097,7974.04150515783,3903.67275126457,10284.9262008862,6714.00903808909,2147.97136038186,18129.8026032456,2639.80548801667,18922.8198979418,1571.93864948014,12290.3950287281,7399.11822078724,8023.92497021962,4518.8911039345,3984.63754200672,9084.85493057143,11177.5503898511,5574.72790018582,4273.06948824906,17617.2501683017,15112.4468502929,16780.3798635442,7753.26378199647,10404.8786621401,11934.1722638256,4504.37567923125,2052.09155485399,7461.84849203279,10862.7555083621,5439.30254567007,2949.68203074974,2234.61809872644,3245.00284613364,5361.19047056879,4162.02698015735,3202.67860392328
"GSM856224","mutated",5317.84762370756,1983.2887386753,13949.5428184569,5213.10094833584,4872.32108423778,3109.2886536474,1864.78273597004,1995.21708785152,3866.18809527541,2204.50128790603,5574.98906864889,4898.1662604475,7359.79489626531,5979.415731998,4537.03112019937,2282.23659186002,14722.3079729464,14071.3664945555,19568.7263989858,20900.5130780123,6310.61543255928,1560.19812776225,1909.59698670643,2532.89174994146,5650.14313695947,11108.258387318,16007.4463928662,12287.3001408334,6922.74116106504,6510.10042344692,14464.729665252,752.231280622929,11344.4196485641,8172.69681522542,401.336625456957,76844.7420170428,932.733457697794,5651.16876444901,14150.3577193305,5258.15184254811,2154.76321889833,3578.74361340566,2310.7669248064,9558.63346544891,1725.84731759263,4840.45971199528,3944.404460355,7795.46218534086,8665.73533055848,5928.48761810659,2950.44972436249,9104.85497571092,4770.16478751084,3468.44223904403,1139.75576662144,463.775424630302,3062.2660768969,228.569562697447,2276.39584454286,6758.05874418477,10168.825426976,2381.53460135875,131.883784009531,1565.31006461067,6713.17436561937,8434.0019485597,4918.99420863573,5428.56304469028,5551.96901226598,566.825775656324,8763.19803881048,1667.24557137895,13081.1806021207,22052.0536255642,21356.6281328796,13854.2373710505,6102.88072748016,4557.51410482283,1536.24579932789,8292.99485456612,1553.95212736955,3052.82718343509,4578.28873740971,32940.238670199,3449.39464831543,9901.07844128652,5529.90137392395,8110.14711429649,5602.52022268544,3760.79620202482,5445.93528018942,1459.92687887598,3185.55880010619,3919.35684310145,1093.41661484689,940.89183104271,2751.71862684999,7434.53828536349,1551.63286540954,618.699275757907
"GSM856225","mutated",1944.29779946693,2323.61639205746,14058.8422417801,1931.45618981363,2751.22582777808,148277.938044545,7293.7807505429,4826.33559904233,17993.4483785521,3347.63783765292,13281.5916047223,6719.17877478721,44731.6471854513,19446.0355882407,3578.5034187488,6593.12793204007,28007.7456290517,6326.3636828383,31201.8613015844,18669.7391113844,4589.53849640675,7580.59090329091,511.048532785972,3698.97776312205,1947.95411007555,11816.4780768176,16921.0084806141,41156.4907629857,6416.41204714099,5047.57178006104,11488.9128851611,1484.13198609389,27773.0093392405,9050.68295090703,606.367292809967,4512.36070793145,1003.27632424637,4495.24788081171,16963.3032629312,7536.03394873546,4031.35003863561,1676.83269936303,10242.318261304,4415.81940375668,3047.77292255719,25361.0593180166,14436.3333862993,5184.01013465647,3971.94499610347,8219.03965237504,1703.47206550824,12947.0753671771,4261.09581809269,4569.73594268209,1139.75576662144,105542.679158585,3130.31643416128,444.894327393246,3145.56516700468,15250.364742478,9317.32957801831,1424.66802045568,1433.13711957023,4129.75421301539,4059.4622766459,11954.7900698722,5179.23905872004,8773.7316235805,5293.7378954164,1282.81622911694,25488.995915766,2084.05696422369,10274.0115241678,22029.5973591431,10912.5480524133,27165.7708230143,5549.21732127578,20369.1764684911,1800.28804608737,8929.13349303064,10150.6697442795,8893.0183169631,5392.20673517143,10061.2584611365,21208.6542238008,22880.4435112097,3819.62259848355,26179.848275284,6507.50147970869,2409.48349825545,59125.8879242305,2264.75836338453,5818.95407486063,2542.80224454875,1359.25786369972,1428.13938640411,8777.85926963832,14860.2224163578,2099.26799437761,5240.74680641992
"GSM856226","mutated",6476.70061676732,692.390743087828,20212.2366414082,4393.83398630588,10171.6158889317,7572.78694594386,7593.86073104383,6726.11156117708,3975.90424392512,9241.04911565455,4673.15260166157,8769.45231893609,2683.09006245716,5787.24662318225,5495.55882164994,9572.71459363509,20492.2403390116,6518.07167322734,20551.4621880121,16438.9651447564,5026.30013315328,5504.19339496793,4534.24130323685,14609.5284520208,15971.0712671388,5662.03657191903,10267.5185585254,24505.0120122608,1309.4718463553,12898.7634505116,5392.88315210567,3557.85065159493,24712.2805351527,17079.2327886325,1397.40759805846,977.385522989044,7281.59144706934,8348.31749293604,17442.8312703639,16554.886227837,3112.92637156419,607.711179634923,11366.4751436423,2967.21523349991,3525.13494657217,9686.18651834529,13880.1910512492,14329.6485930108,12874.7041691057,10543.2762753827,1097.39192108063,7116.27510582086,1706.32376786455,6228.00577229803,2048.84667571235,1423.97066057605,2222.97833730294,469.383923396544,5504.73904225819,3303.32810306384,2619.98722756227,3646.72485833059,347.293964558431,7393.59222007593,2328.57258978393,12364.5730103575,14170.5153581116,2332.81493001555,11362.1691413815,3788.78281622912,14627.6784545221,4168.11392844738,10080.8055552399,6691.96739350116,22582.9119417997,19705.5028648652,6451.01756622989,18354.8384221613,2448.39174267883,4482.78946792967,6724.70511259337,5176.53305017255,13124.4277139078,7582.78600399905,7957.51438670788,17830.2689262579,5928.96642152671,20264.8895594954,4449.8485979224,1344.16290110393,21546.9613259669,2576.70855117855,9408.01698964693,11404.3724727318,5289.08502065471,5863.77230417689,4336.93296260618,4093.57070337402,3395.33779960205,5167.95865633075
"GSM856227","mutated",4777.04956027967,176.031544852838,11753.7663439343,759.767126798726,2028.12517216682,3470.79994577331,1246.86293938752,1380.50386581792,3738.18592185075,2095.61127349584,7023.3930913861,8430.35520640466,33247.1320725978,8141.31820617528,4473.129273436,5135.03233168505,15912.2162040805,3846.94034047339,8395.020477757,15495.4836821683,4979.08265891041,5747.79310264828,2561.55190507536,9156.64262809025,8286.87660087389,9333.36806214473,14714.6698536002,3953.27644768453,10798.7778262767,7566.07778329233,3490.62052685769,1179.17335881432,8312.91021253438,7692.20689022552,359.167197419813,38937.4005056653,2960.18769627899,6807.08964808631,12240.8086897325,3707.04582591518,3938.62457224859,573.949447432983,5745.69073195104,2956.44494227124,2900.89229978335,3434.14551928283,5402.52554048623,9795.72333054593,8874.02901028181,3744.60344817907,1319.19146329669,10262.4925428255,4619.32953731287,3392.49094913795,1641.79104477612,17335.2949983171,1973.46036066689,346.935943380054,7450.02276395845,7728.41137445977,7073.96551441812,3317.13748046397,250.579189618109,1332.17877839206,9749.40351246288,7764.9685763388,3606.77369694304,7790.72155873118,11943.1891542931,2356.80190930788,4499.91402442968,3403.95970823203,16274.7616179295,12036.5588017336,18435.5925430922,8125.27135195954,6773.98788651578,2768.97206368636,1368.2189150264,7053.84979839044,6915.54133876156,1619.32572338731,8240.91972733747,20849.3122238931,11389.832823893,6091.14107772748,4446.72481614503,6517.4567249256,8327.11426782298,2874.22067150947,2900.55248618785,1734.44304413471,8441.73082028139,4368.64896901796,1000.95009350677,2016.19678080581,1620.79100621771,3895.82792246122,2172.28601157336,3748.58972959202
"GSM856228","mutated",2665.36188403744,3849.22311411538,12939.7466537247,5437.36955805353,11394.0003305603,21996.7959604029,2425.13616894625,2036.37890036444,3766.92110363996,21298.2192936417,25470.0480979449,21112.9359010569,5808.98097169512,14712.0235037602,7093.10499073423,9445.92367186509,22647.5458142733,5201.67680588927,10603.7191635936,18877.6248573784,9892.0608538808,4825.59420928695,16622.747338026,6289.21800551501,8803.46111625304,8711.97040113017,6653.48992208867,10554.2208599122,10737.6691401135,10121.5429941182,19882.7251952487,1301.15680972615,9302.7163055031,17459.2566384051,283.553050594589,5179.55801104972,4229.9592941533,6164.91137939892,17960.8927783938,12838.0850181694,4062.25852743128,776.519840644624,8306.27029727704,7975.40065483371,1982.88840744685,5088.01314666751,12562.2739211306,12379.3939764358,14752.9385569558,9661.86287003924,4487.57213320868,10837.7602909008,9983.40812247822,11481.3033241348,1641.79104477612,18157.0330079776,2495.17976636044,832.64626411213,3807.78941268987,2883.53015663281,458.497764823396,2370.90275045983,4158.73532243387,3563.57823219876,13808.8657891088,6067.29639432827,10142.2183124404,8113.50098301006,10781.14912847,2744.63007159905,12659.7055376155,5488.01667245571,3148.12078782575,2178.25784285105,12662.4137123331,13028.7159166651,8808.2814623425,6527.2871501276,1296.20739318291,11417.363271608,9805.34704930845,7539.15582691797,5697.42598433208,14403.6091917835,10126.1932002527,9431.15642454777,10774.7562852745,8628.81931346662,24436.6384449763,2674.02619687697,15716.2588792423,2108.78326948753,8526.67905495089,12331.634945368,4366.73147028704,2335.42793776673,11124.5511866188,4849.12520954832,15662.3646884869,2147.25042763038
"GSM856229","mutated",8150.5993845203,11535.9339060226,19217.1224887642,12874.8489619567,6359.84243292381,4290.03118034895,1569.60202045688,2579.17203240294,11021.2483607885,5056.5018185884,5547.66069086139,9771.92450251228,5839.30979681709,5857.4622590957,3834.11080580229,6719.91885381007,13992.6472651755,13930.7806349369,5210.95652131185,10514.2213839274,18490.362913507,9767.18827937406,4956.96045998574,1428.93327024999,10546.9338556577,14114.7812022866,9954.37935234768,6309.33642614531,8328.24094281973,8622.05514313773,10496.9739584641,1545.1237115498,11004.7444948884,6604.55242363486,616.546120267209,13847.2703436651,2536.93049698756,9568.45620344207,12018.1706862816,8101.84620637514,5170.54862567612,1440.50057394945,10179.8651011741,5789.03153541272,2754.01167700951,9280.62025303121,10108.7047959098,8734.47366739546,11524.3865212442,8774.83536657254,2049.06670105419,7073.6626800375,9596.89279384592,16430.7957163472,2184.53188602442,5278.25962643565,4672.79119882046,269.385556036277,4842.51479657299,1672.30985217607,523.997445512453,11269.7619528584,470.38549630066,6827.41623925931,8735.73330910725,13292.856814314,10475.7715709992,3271.80961882684,8715.30019367334,1223.15035799523,8238.66818320211,833.622785689475,7285.00153428269,2941.77090116997,21590.8621188531,16839.1089260272,6337.76823314263,6179.68014213264,2088.33413346135,9691.17457035793,9487.28667236146,3344.83674011149,9767.01597314071,14947.8683462225,6113.28358463824,20572.472087227,15905.5926115957,11311.2452324071,17005.927412783,5405.2508150775,3048.53985793212,2445.68947230506,5776.47995752588,8096.81767343154,610.279040844774,3242.71648912934,2327.53524827043,5542.70063513801,2391.34006316059,2765.94970338829
"GSM856230","mutated",257.522887346613,4248.22794911515,21778.3179308151,15099.2274175241,3594.84325932456,3931.43530186922,2439.22155578609,732.318400641943,2502.57310491476,2668.84836085066,7132.70660253607,5375.86604879512,20589.9023883613,10864.9457676602,3386.79787845869,5578.80055788006,14514.6353099655,3731.91554623997,5320.28587784103,14336.120867971,7953.78353621108,7394.99112601065,4574.19983049172,860.22738677257,8405.26055231494,9924.99817053583,14651.4674450139,1143.23585452738,6678.30641641205,10079.3038997244,12813.5908189146,2277.02441702076,10518.9725009222,6110.95822795316,301.002469092717,72104.1296001498,2369.71777627983,6293.3470331364,7531.15861673296,7438.48011121137,3276.29981234132,1609.30923495915,9367.97401948539,7587.67017060141,3855.61634781331,7537.21202161616,6608.27951059475,6909.23537239584,5584.42537878924,10773.4542984342,1476.51439440343,9673.02065282236,7786.86979147027,3000.07595128991,2388.05970149254,831.869026217945,3221.05024384711,367.343940049469,5090.84888870494,5319.73463264239,15212.3008400334,1988.1561180986,272.559820286364,2730.96649570372,10256.2386141407,13184.1388913281,10424.4556850671,7585.31647055371,7746.93350548741,835.322195704057,15956.7503442967,1389.37130948246,8478.33251883758,3031.59596685455,2163.21975281425,16758.8498957397,8267.20131537003,3113.60807161299,2928.46855496879,7033.97046593842,11222.9875865579,1911.33528006371,8037.44022789704,32555.0706532115,4935.02501664931,15709.6714709749,6442.05005415883,18242.5918940442,11365.8783465006,2674.02619687697,2949.8816101026,3163.17490423129,5829.57260419432,8125.49589423472,2616.80255392532,2839.47713296818,547.333391715562,9249.63993105565,3468.35581679779,3202.67860392328
"GSM856231","mutated",4223.37535248445,375.53396235272,22740.8053899298,7341.36428545275,4982.50785080712,3846.88830613009,3079.80045293705,3115.63257790099,12949.1178299191,3023.05381002406,8608.43900306078,7617.04516529459,38456.950254661,13156.1928343096,5623.36251517669,2979.58666159503,18381.8370611512,3731.91554623997,5553.68562773477,16023.1936527684,13598.6325819459,7760.39068753117,6021.11913319439,9744.46467571817,8125.4439398179,5183.27510055851,18104.6172232309,6630.7679562588,8537.75643823658,9635.79340858932,2121.99593179478,1260.49565942221,4591.09320613168,3926.91311431729,436.235462453214,544.292536754378,3103.8861281372,9696.89185717955,12506.2616938471,11774.7481891569,2883.32045479634,765.265929910644,3934.54908818386,5557.47027399621,3268.09385671795,1822.41464673598,6944.76899062503,8609.45734582015,9628.19578169386,7438.68001324927,2089.04219994197,13941.3653021221,4195.10539613108,11101.5468746044,1085.48168249661,50474.9758262688,1860.0430985596,318.364748042873,3849.1784280452,2986.75915985355,24234.881854951,1732.99169652445,189.033423746994,2564.44414840472,6636.67095404536,7999.13025661611,5828.01847371894,9404.61868012559,6068.43124596514,4832.93556085919,5454.32173162686,2917.67974991316,8671.53848776552,7141.09272192405,1198.72686939388,8545.67579632246,8229.45153767428,3446.36007926628,2448.39174267883,8952.32604755799,7133.63988295378,5919.83010353066,5595.68623461186,16796.6748277629,13678.0451153498,13794.2931242676,8437.37529217262,8817.42738589212,12277.293119569,4389.97883658411,3127.46645619574,3968.00638873985,5712.76878152376,7131.31757305777,2360.20795720649,4082.79848113176,3564.5087135476,5436.45078270725,3231.04726091163,1528.55115187248
"GSM856232","wild-type",122619.52281009,727.597052058396,4864.64000522027,88700.52359855,24261.7486639855,1733.21341265202,7520.37175622727,6563.27362156553,29989.0806309201,10605.3033191846,12817.0091823349,28383.0385193399,2222.76589449478,13126.6283560302,501054.380471596,6339.54608850006,2699.74461875228,36105.0048566024,1975.29893594282,5941.53453262087,11091.3846996496,22672.1727933926,35142.4731804674,10877.0974016354,8975.65595471276,11151.6694015606,6690.83679988968,155.745174384889,388214.753382802,5612.51966757833,10258.406368499,54831.5611848659,4536.30689102271,532.907007727152,83044.6908690101,251.662140649874,2265.2098258375,396352.427433856,7860.83412184293,35758.3591444528,2521.24958604703,2363.32125413581,4184.36172870347,196934.775116319,2460.25043146183,26198.5273204184,3140.56848028265,17969.0126210922,20868.8719460735,27671.8896492873,18208.194977272,19239.5102411863,82007.2400920095,18354.8950606344,9728.62957937585,76.5454584341276,14540.0930021549,152121.207173819,5173.62691941559,26103.1739477524,43229.7892547774,3636.09300743166,1793.61946252962,13155.2654366216,5312.20564117031,6314.00245033473,12132.5416025218,67769.0073065524,5874.75790832795,775.656324582339,4693.16186596961,36748.871135811,89136.1420177522,7096.18018908176,1873.87188778814,5186.26210000428,69459.5909601866,6904.6041588059,1440.2304368699,16029.3684004758,24581.5234183312,3265.19777010884,6104.38498321294,13316.7655264577,58571.4041768412,12244.7401450215,97713.9273701613,2462.38316777736,10336.5157792704,67680.0320311159,986.582478295185,9121.42349109694,7963.89700026546,26947.9681480561,23509.6130507248,13592.5266305991,45579.1881951134,64413.9730361486,50528.4678994542,2474.79710303163
"GSM856233","wild-type",8330.86540566293,4623.76191146787,3306.71538919567,84489.7660283402,95070.5195306044,2880.42868242253,85626.9038237538,91813.4582843123,59534.0720887342,39759.4573689336,14784.6523830345,41877.1858252177,583.661390125069,43818.2523697777,5176.04958783309,5832.38240142006,5629.61299918615,46994.0187106999,573.672016844091,3115.08794766396,25261.3487199343,15625.1812497825,31504.1441198924,79809.985328344,20362.0396478616,20192.3231962413,4898.18666544092,377.764891061221,6075.94936708861,35169.3259696512,17741.8949800357,109419.155467908,3057.07638308052,1537.56775999965,56565.1982981001,140.462590130162,147565.22602457,8990.49576162343,706.447510949936,30368.5096212472,4230.04746660779,28269.8237637579,30227.3295028728,4415.81940375668,3745.45588073293,26677.8329066987,5351.1174254816,13498.9845896548,10834.8626159531,10043.6215424173,36480.8665656533,29885.514616062,65236.2457106226,15253.5507228031,123052.917232022,526.812860987819,15742.3159804922,881.625456118726,5670.29510367948,22744.7903763041,21336.5209844602,15352.3926980448,545.119640572727,3297.14247652035,27436.0359757293,34559.7551337858,8320.5043618503,35623.1110067784,10458.360232408,2476.13365155131,84.3980369174366,5835.35949982633,15615.5883121754,1886.32637937616,868.043595078331,119.624173714174,14432.9983390098,61588.8314165431,3168.50696111378,11708.9268142376,18283.9279547809,6450.75657021503,7833.96072845661,2816.75045466572,30071.2078004132,4488.05267885292,6613.07793170287,4709.96269751456,27921.4596361203,4175.48475662072,1627.86108918706,176439.026216294,32683.8332890895,26183.2155933046,71915.8369722762,83907.3893612017,32333.7201155968,20143.2011899983,9528.85124404447,3093.49637878953
