"","Genotype","SERPINF1","ITM2A","ITM2A-2","GYPC","FECH","PPP1R26","FZD6","MEIS1","PBX3","CDKN2C","PROM1","ASB9","SPIB","CTSE","GPA33","HOXA4","ARHGAP22","TRH","HPGDS","HOXA7","GNG7","POU4F1","MAN1A1","HOXA6","ADCY3","SPON1","CD34","LDLRAD4","CD200","SMAGP","S100B","HGF","CSRP2","CDKN2C-2","GALC","SPRY1","HOXA5","ATP10A","HOXA1","APP","POLE","HOMER2","TESC","BAALC","LAMP5","MREG","SIDT1","NPR3","ITM2C","MANIA1-2"
"GSM856213","mutated",4471.64146314672,6295.55550928472,11072.9798935854,7192.58179475776,3783.24284932233,16585.7491650998,11208.5271714125,35022.2466814241,4703.81478339505,5644.84904573485,246.060404674727,13883.2088508147,10711.4797031864,5221.80804443553,11614.4747746164,35958.0848165206,13296.4666518152,2313.50206921021,1272.38429663537,18581.7102880165,9301.75840792137,3686.94116348383,7368.66500226485,12337.9476011104,5455.13964654717,9560.80910382152,1573.22931106741,6484.19079003437,8748.44451148233,7443.22641079521,1234.73541383989,10749.5802020536,11269.7619528584,7626.43384128411,1304.61507583075,4442.48955355179,18697.7146273629,19695.6437736535,23836.7526902462,7252.15173732866,7511.07444478681,12922.3387433889,2494.05972018494,3653.54916204313,1104.30366479081,3663.39262012211,12828.7241059565,277.399564020352,17152.0601628864,2946.95771255873
"GSM856214","mutated",7501.55614953682,5139.94138029442,5613.38564049816,7772.49413203811,5471.75469244153,17315.4098728707,1060.78421348602,18364.8750574286,14751.892359959,1973.69042335187,3571.0304883563,4477.06579995265,2086.42514185945,2861.69864518105,11407.2976570151,11355.3769115858,57746.1528045323,1550.09000991709,5170.53084813427,21291.8998300244,17306.0507767724,1452.69897339662,4203.14129507316,11562.1524110406,8252.73924145188,4962.86274091499,785.325123311519,8053.74847305474,5166.10731928052,8557.17866275096,7001.35685210312,165.166405153192,1392.77246775891,6392.8163296532,4252.54337217908,3210.908291181,18303.3312772815,10126.2657832229,10609.421717624,5679.24433333893,16473.3401585708,8342.26931535232,7836.02254304022,3682.14837270491,1934.09116432288,3249.26997610831,14893.5560037855,13772.8883536105,7997.90918644365,5063.10060680471
"GSM856215","mutated",3661.52832192157,9535.19448244777,5807.88651281195,7785.01022564848,7311.07322056829,13970.1961664749,7259.34256939829,30501.6620519032,16486.9387784474,5826.63632156989,1573.10412561278,8728.12587442691,7673.50501964208,8748.77242631918,10264.6844629718,23174.6112910943,13763.8523061332,535.115500609276,627.047702653979,15447.6522394386,5292.29568568154,3841.48360746219,6989.43420872441,9580.60325086225,2969.98057122746,11789.6060587347,2537.79941326284,6363.45558364819,48946.0386892417,3898.83288184511,1356.85210312076,30700.3055578495,8016.41557778794,2562.86428772933,11131.0427303252,8096.91371600323,17751.1945871674,6387.16203161759,20157.9012634857,10318.2725701726,5158.68677129822,2808.0187564748,1576.21143107131,13205.6855230796,2913.61475399608,6041.94319086806,5123.84211683507,12566.2002501219,13601.2347841317,12255.6253394093
"GSM856216","mutated",1121.34304858848,3679.34800581543,2296.01494852286,2136.91438241005,6536.99035185902,20436.11259226,14902.1011195747,24949.2048439047,19429.321644824,4063.06365859877,5903.34663181161,4724.59588023849,9402.00785683108,5897.63355473659,1343.51221717184,25705.7390491287,30974.1278015839,1010.61215468328,1045.0795044233,14492.8777246396,9316.39148354998,2918.64444199139,7705.75904096746,21848.4488769664,8550.81467967664,6882.88429905178,2238.62793771559,12329.1951933184,3949.99811455937,10076.2044608724,1126.18724559023,6173.09439260055,712.334010227841,7487.77140780622,8337.82840130294,5967.3044498204,22775.6384672054,2227.55117116912,17484.8781294349,6253.87983826317,11271.5815002932,4770.90565420476,4156.0513651921,12383.4582165532,1466.16588263186,5118.13113883727,12599.298339531,3682.47921237017,6033.66647692442,11920.6431657734
"GSM856217","mutated",2407.45487166343,11513.27272126,13479.3627789561,4234.61167150761,9135.57259467696,19655.9369124126,12691.0689637544,23303.1223972857,21532.1659216095,6516.01144551576,1419.57925773881,9847.39232441508,1972.93758184199,11568.2319771064,1801.81311368373,16041.4330639064,14751.0406974966,447.868408118633,4859.61969556834,22978.8108561716,13111.2357632368,3982.77955624241,6599.66922647452,8300.07384074701,4374.1672741899,12148.9083386199,2464.29607659821,14651.5723985114,9191.52305893887,17367.5282918555,2659.43012211669,27149.2278470559,5273.3980458658,4413.29055517569,7380.27438731178,5402.82970456711,14765.7126270506,11183.2160838287,2438.78914807721,11886.9855544184,12129.7060178053,25363.0432016866,9325.38150750148,2495.28113024081,4816.51089953956,11298.1152110433,13708.1895439207,3492.92284362293,9263.61765478588,5035.06245130215
"GSM856218","mutated",11391.9299915785,7851.07214290176,6803.00725488254,6541.74492701866,11768.1517202423,8396.71091404036,13393.9982618476,35231.0780365922,19157.4710539088,16906.2166526588,13623.7547135289,5079.74773456166,4749.01789611523,11515.4331091141,5261.04316817759,24843.7676914143,34761.2620286285,1842.36776976074,3341.6417153935,16308.2337527776,12155.2081555008,4618.61132575339,18050.3323536538,19979.0628767981,13467.2637752152,8252.72424111429,1786.00212772817,10496.860884634,20881.2549492816,6177.37157902732,34626.8656716418,4954.99215459576,5836.88614350872,11045.1800459977,10796.5260442147,12422.1098159959,29902.1456031778,13694.8936798918,17429.7642503824,8904.75311645387,22944.0628717021,14103.7058577634,16920.1471988471,17445.5185036893,2495.6015023521,923.812052030794,5152.52033763825,12931.4430094154,12554.4596724757,11956.0597832503
"GSM856219","mutated",2636.30039178353,12719.7167244984,10086.9057037155,17718.6165210767,13389.541512809,15979.5695001824,6275.24155206789,17148.7395185086,24794.3730125923,16009.0846420443,10685.751420105,5434.89958888482,8686.16324749018,3954.63521262104,5518.44504156099,15939.165275703,48180.0352068072,200.668312728478,10905.4046286571,24935.4563864996,25154.257005585,4075.50502262943,6599.66922647452,16417.8825464776,13765.33921344,8814.13405343499,6724.91053870209,4914.633107014,1583.7701270787,3253.24691764348,8982.36092265943,5216.50562942164,9387.924343749,16601.2403115601,7300.82667436055,7539.76981159739,23840.4735124254,5693.89355487618,17457.3211899086,8430.78368538496,7782.75865496437,13131.3498482398,6950.34183415253,1801.7502716925,2246.04135211689,4629.67878948766,17006.1849362866,1599.67081918403,19211.4020492162,2195.83028356905
"GSM856220","mutated",805.536230822745,6007.11128312975,4573.03213742436,3339.293775246,3648.1270332751,15659.6413436983,13240.6318695363,64025.2366550622,20076.9656996515,3940.29822556732,477.399246676607,7738.00555328354,7490.17896115233,7407.68117931552,4827.85464955677,29595.5674218656,8806.06989817982,882.649752363669,376.228621592388,20272.90281423,3238.78740579958,3850.31460426096,5035.34220312023,32789.030442951,6712.08426556726,13580.5033600377,1388.82620329475,5312.34908099202,763.603454127229,7645.76318387807,1207.59837177748,12793.5144658243,1243.92655517399,1922.148215797,3876.21210030483,12700.6817681988,21872.5005955189,11080.9305708668,24691.0178155614,8766.33726490277,8206.85108060738,13940.1319496192,3490.18245451504,2001.944746325,3818.27029859872,4969.47172816565,3881.11921536388,1983.40688274552,19396.1270689202,5828.98495974311
"GSM856221","mutated",5895.06059829373,23865.5445716756,24158.8176518136,46413.8471384455,35644.4239882005,5461.22975893133,9342.56939829252,34322.0474317429,16199.0969763018,8782.45020917341,88.3293760370815,9427.66740566952,2042.77608031427,4355.9066093623,4118.42997413425,18455.6833497084,6600.18433340759,1705.68065819207,2205.11775433316,10207.09615821,7175.08474989635,2640.46804283033,16549.2104625562,20656.7153018591,8486.17181355561,6119.36695429563,5416.03533318289,8330.72924064657,4298.80463064218,1974.73353755791,1166.89280868385,24479.0376304126,10855.1197678004,13388.0970254517,18436.0508632621,47870.3907338172,14915.5783000816,7182.71602132085,7743.50000688924,15439.6590775632,7100.23490744514,11504.6982061395,7622.64426087479,3624.94995138134,1821.78909671704,15046.4560658349,17493.7146899406,397.606041762504,5455.54558192486,14073.6783698912
"GSM856222","mutated",8220.13108271392,2288.56915741216,2633.90367321682,2174.46266324115,6693.02732652001,10624.9824600791,13291.7540003067,6298.10798792218,11761.5358598914,9025.62020152418,7703.58343866261,9696.72184076282,12195.5477957224,6573.45906503765,12110.4442379649,4543.61173303724,11221.6237938611,338.809542505329,1382.11764459981,9415.01864593279,4346.02346169792,3545.64521470361,13478.4944537496,8374.84928075374,6956.29064869116,9689.93336065528,1550.01773106806,11988.2957870515,11076.9636864135,7607.78753892504,2537.31343283582,3537.31384369753,4858.75586080781,11049.9615092211,15003.0733720536,6304.52312880287,5292.62455809346,1659.29832138108,3968.19929178665,9366.13928829086,7239.39023460926,23527.3804547355,11022.7574907572,7485.84339072242,1434.97086385246,5659.67613485532,5898.15407852097,4343.61483995201,3142.37783518697,8523.59927277879
"GSM856223","mutated",10266.0100325876,4409.95089711666,6888.94950078863,5698.99462392059,5331.40858674087,10030.0283445121,11016.8191810235,7793.09480697841,12752.9909561705,5005.05226974399,2572.06730698454,12215.0713532362,4792.66695766041,6071.86981911108,6755.22965269581,8495.53126289761,13126.1111329516,194.851839895769,1256.70810406902,16017.0917482649,10491.9152257152,3011.36990837841,3887.11563378946,10178.8067709161,10102.2434665814,5164.97027335044,1614.49434217738,13614.670037783,7786.86979147027,14278.8425023418,18873.8127544098,4493.90260687643,1849.9420564126,6517.13437346097,7974.04150515783,3903.67275126457,18129.8026032456,18922.8198979418,12290.3950287281,8023.92497021962,9084.85493057143,11177.5503898511,11934.1722638256,4504.37567923125,7461.84849203279,10862.7555083621,5439.30254567007,2949.68203074974,3245.00284613364,5361.19047056879
"GSM856224","mutated",5213.10094833584,1864.78273597004,1995.21708785152,2204.50128790603,4898.1662604475,14722.3079729464,14071.3664945555,19568.7263989858,20900.5130780123,6310.61543255928,1909.59698670643,5650.14313695947,6922.74116106504,6510.10042344692,14464.729665252,11344.4196485641,8172.69681522542,401.336625456957,932.733457697794,14150.3577193305,5258.15184254811,2154.76321889833,4840.45971199528,3944.404460355,8665.73533055848,5928.48761810659,2950.44972436249,9104.85497571092,4770.16478751084,3468.44223904403,1139.75576662144,6758.05874418477,2381.53460135875,6713.17436561937,8434.0019485597,4918.99420863573,8763.19803881048,13081.1806021207,21356.6281328796,6102.88072748016,8292.99485456612,1553.95212736955,5602.52022268544,3760.79620202482,1459.92687887598,3185.55880010619,3919.35684310145,1093.41661484689,2751.71862684999,7434.53828536349
"GSM856225","mutated",1931.45618981363,7293.7807505429,4826.33559904233,3347.63783765292,6719.17877478721,28007.7456290517,6326.3636828383,31201.8613015844,18669.7391113844,4589.53849640675,511.048532785972,1947.95411007555,6416.41204714099,5047.57178006104,11488.9128851611,27773.0093392405,9050.68295090703,606.367292809967,1003.27632424637,16963.3032629312,7536.03394873546,4031.35003863561,25361.0593180166,14436.3333862993,3971.94499610347,8219.03965237504,1703.47206550824,12947.0753671771,4261.09581809269,4569.73594268209,1139.75576662144,15250.364742478,1424.66802045568,4059.4622766459,11954.7900698722,5179.23905872004,25488.995915766,10274.0115241678,10912.5480524133,5549.21732127578,8929.13349303064,10150.6697442795,6507.50147970869,2409.48349825545,2264.75836338453,5818.95407486063,2542.80224454875,1359.25786369972,8777.85926963832,14860.2224163578
"GSM856226","mutated",4393.83398630588,7593.86073104383,6726.11156117708,9241.04911565455,8769.45231893609,20492.2403390116,6518.07167322734,20551.4621880121,16438.9651447564,5026.30013315328,4534.24130323685,15971.0712671388,1309.4718463553,12898.7634505116,5392.88315210567,24712.2805351527,17079.2327886325,1397.40759805846,7281.59144706934,17442.8312703639,16554.886227837,3112.92637156419,9686.18651834529,13880.1910512492,12874.7041691057,10543.2762753827,1097.39192108063,7116.27510582086,1706.32376786455,6228.00577229803,2048.84667571235,3303.32810306384,3646.72485833059,2328.57258978393,12364.5730103575,14170.5153581116,14627.6784545221,10080.8055552399,22582.9119417997,6451.01756622989,4482.78946792967,6724.70511259337,4449.8485979224,1344.16290110393,2576.70855117855,9408.01698964693,11404.3724727318,5289.08502065471,4336.93296260618,4093.57070337402
"GSM856227","mutated",759.767126798726,1246.86293938752,1380.50386581792,2095.61127349584,8430.35520640466,15912.2162040805,3846.94034047339,8395.020477757,15495.4836821683,4979.08265891041,2561.55190507536,8286.87660087389,10798.7778262767,7566.07778329233,3490.62052685769,8312.91021253438,7692.20689022552,359.167197419813,2960.18769627899,12240.8086897325,3707.04582591518,3938.62457224859,3434.14551928283,5402.52554048623,8874.02901028181,3744.60344817907,1319.19146329669,10262.4925428255,4619.32953731287,3392.49094913795,1641.79104477612,7728.41137445977,3317.13748046397,9749.40351246288,7764.9685763388,3606.77369694304,4499.91402442968,16274.7616179295,18435.5925430922,6773.98788651578,7053.84979839044,6915.54133876156,8327.11426782298,2874.22067150947,1734.44304413471,8441.73082028139,4368.64896901796,1000.95009350677,1620.79100621771,3895.82792246122
"GSM856228","mutated",5437.36955805353,2425.13616894625,2036.37890036444,21298.2192936417,21112.9359010569,22647.5458142733,5201.67680588927,10603.7191635936,18877.6248573784,9892.0608538808,16622.747338026,8803.46111625304,10737.6691401135,10121.5429941182,19882.7251952487,9302.7163055031,17459.2566384051,283.553050594589,4229.9592941533,17960.8927783938,12838.0850181694,4062.25852743128,5088.01314666751,12562.2739211306,14752.9385569558,9661.86287003924,4487.57213320868,10837.7602909008,9983.40812247822,11481.3033241348,1641.79104477612,2883.53015663281,2370.90275045983,13808.8657891088,6067.29639432827,10142.2183124404,12659.7055376155,3148.12078782575,12662.4137123331,8808.2814623425,11417.363271608,9805.34704930845,24436.6384449763,2674.02619687697,2108.78326948753,8526.67905495089,12331.634945368,4366.73147028704,11124.5511866188,4849.12520954832
"GSM856229","mutated",12874.8489619567,1569.60202045688,2579.17203240294,5056.5018185884,9771.92450251228,13992.6472651755,13930.7806349369,5210.95652131185,10514.2213839274,18490.362913507,4956.96045998574,10546.9338556577,8328.24094281973,8622.05514313773,10496.9739584641,11004.7444948884,6604.55242363486,616.546120267209,2536.93049698756,12018.1706862816,8101.84620637514,5170.54862567612,9280.62025303121,10108.7047959098,11524.3865212442,8774.83536657254,2049.06670105419,7073.6626800375,9596.89279384592,16430.7957163472,2184.53188602442,1672.30985217607,11269.7619528584,8735.73330910725,13292.856814314,10475.7715709992,8238.66818320211,7285.00153428269,21590.8621188531,6337.76823314263,9691.17457035793,9487.28667236146,17005.927412783,5405.2508150775,2445.68947230506,5776.47995752588,8096.81767343154,610.279040844774,2327.53524827043,5542.70063513801
"GSM856230","mutated",15099.2274175241,2439.22155578609,732.318400641943,2668.84836085066,5375.86604879512,14514.6353099655,3731.91554623997,5320.28587784103,14336.120867971,7953.78353621108,4574.19983049172,8405.26055231494,6678.30641641205,10079.3038997244,12813.5908189146,10518.9725009222,6110.95822795316,301.002469092717,2369.71777627983,7531.15861673296,7438.48011121137,3276.29981234132,7537.21202161616,6608.27951059475,5584.42537878924,10773.4542984342,1476.51439440343,9673.02065282236,7786.86979147027,3000.07595128991,2388.05970149254,5319.73463264239,1988.1561180986,10256.2386141407,13184.1388913281,10424.4556850671,15956.7503442967,8478.33251883758,2163.21975281425,8267.20131537003,7033.97046593842,11222.9875865579,11365.8783465006,2674.02619687697,3163.17490423129,5829.57260419432,8125.49589423472,2616.80255392532,547.333391715562,9249.63993105565
"GSM856231","mutated",7341.36428545275,3079.80045293705,3115.63257790099,3023.05381002406,7617.04516529459,18381.8370611512,3731.91554623997,5553.68562773477,16023.1936527684,13598.6325819459,6021.11913319439,8125.4439398179,8537.75643823658,9635.79340858932,2121.99593179478,4591.09320613168,3926.91311431729,436.235462453214,3103.8861281372,12506.2616938471,11774.7481891569,2883.32045479634,1822.41464673598,6944.76899062503,9628.19578169386,7438.68001324927,2089.04219994197,13941.3653021221,4195.10539613108,11101.5468746044,1085.48168249661,2986.75915985355,1732.99169652445,6636.67095404536,7999.13025661611,5828.01847371894,5454.32173162686,8671.53848776552,1198.72686939388,8229.45153767428,8952.32604755799,7133.63988295378,12277.293119569,4389.97883658411,3968.00638873985,5712.76878152376,7131.31757305777,2360.20795720649,3564.5087135476,5436.45078270725
"GSM856232","wild-type",88700.52359855,7520.37175622727,6563.27362156553,10605.3033191846,28383.0385193399,2699.74461875228,36105.0048566024,1975.29893594282,5941.53453262087,11091.3846996496,35142.4731804674,8975.65595471276,388214.753382802,5612.51966757833,10258.406368499,4536.30689102271,532.907007727152,83044.6908690101,2265.2098258375,7860.83412184293,35758.3591444528,2521.24958604703,26198.5273204184,3140.56848028265,20868.8719460735,27671.8896492873,18208.194977272,19239.5102411863,82007.2400920095,18354.8950606344,9728.62957937585,26103.1739477524,3636.09300743166,5312.20564117031,6314.00245033473,12132.5416025218,4693.16186596961,89136.1420177522,1873.87188778814,69459.5909601866,16029.3684004758,24581.5234183312,10336.5157792704,67680.0320311159,9121.42349109694,7963.89700026546,26947.9681480561,23509.6130507248,45579.1881951134,64413.9730361486
"GSM856233","wild-type",84489.7660283402,85626.9038237538,91813.4582843123,39759.4573689336,41877.1858252177,5629.61299918615,46994.0187106999,573.672016844091,3115.08794766396,25261.3487199343,31504.1441198924,20362.0396478616,6075.94936708861,35169.3259696512,17741.8949800357,3057.07638308052,1537.56775999965,56565.1982981001,147565.22602457,706.447510949936,30368.5096212472,4230.04746660779,26677.8329066987,5351.1174254816,10834.8626159531,10043.6215424173,36480.8665656533,29885.514616062,65236.2457106226,15253.5507228031,123052.917232022,22744.7903763041,15352.3926980448,27436.0359757293,34559.7551337858,8320.5043618503,84.3980369174366,15615.5883121754,868.043595078331,14432.9983390098,11708.9268142376,18283.9279547809,27921.4596361203,4175.48475662072,176439.026216294,32683.8332890895,26183.2155933046,71915.8369722762,32333.7201155968,20143.2011899983
"GSM856234","wild-type",800.959320420343,45538.6680613241,49783.1767601311,52613.4855067808,30318.245691113,746.499031796369,117005.776800777,540.504683964454,383.789069527388,19458.3211354858,43638.9179230819,20318.9909382466,9454.38673068529,7571.35767009155,9260.1893473293,2637.04796724509,484.858015227163,195811.557913166,127369.06460159,907.678014069009,29197.8635709582,9078.26470912904,66628.7435873126,3935.05753035416,98759.9343515782,11469.6024657119,89003.5139753055,16008.067952615,31336.0232286285,123585.407225499,12035.2781546811,5065.10309136455,337242.310513837,17022.0090752172,67823.2581088936,163807.638736163,316.689830115428,28980.8953391901,1116.056050815,8791.50378336661,28255.1578584658,32396.7212518856,23192.8253429064,181747.983755648,1877.94013051996,30730.023891691,86665.5832672141,75776.3142382261,48733.1968648743,55618.8463627134
"GSM856235","wild-type",62703.6725129069,57198.9187322172,53985.3002573292,36459.380687,36376.6645396822,10944.9106165633,26251.2141506058,108.100936792891,4004.19929206908,38198.9366624801,32955.2695833587,29219.3116511333,3099.08336970755,122651.770346044,87956.1035634464,6209.11571234993,851.777594317988,58542.7990612213,92907.5679432313,2136.46853311526,36221.7398726922,61198.8078154322,15959.2958948267,5341.77049548076,15467.6013546272,9229.5773145523,56494.4066539863,30979.2335445016,41960.4811644481,29431.1248386035,95671.6417910448,16048.6690340518,28089.3500749545,18886.7797323337,23658.6926251615,10365.8089582875,575.405307768879,3750.46880860108,1047.16370199926,28433.9714443904,29401.532696532,20037.80374766,40627.6538253686,8329.5201052451,84039.3805917071,36888.7709052296,24252.215392557,58901.1740936547,53802.8724056397,19877.5765589214
